Honesty ,Scalability ,Robustness,Direct Trust,Indirect Trust,Aggregation
0.025,0.925,0.737,0.397,0.734,0.564
0.834,0.358,0.611,0.024,0.790,0.523
0.041,0.570,0.796,0.924,0.543,0.575
0.090,0.262,0.859,0.175,0.371,0.351
0.698,0.809,0.835,0.688,0.875,0.781
0.541,0.323,0.524,0.463,0.802,0.531
0.673,0.147,0.215,0.072,0.129,0.247
0.176,0.858,0.508,0.450,0.462,0.491
0.725,0.714,0.376,0.349,0.717,0.576
0.274,0.025,0.438,0.915,0.405,0.411
0.228,0.723,0.271,0.302,0.996,0.504
0.210,0.966,0.261,0.234,0.687,0.472
0.334,0.522,0.548,0.407,0.074,0.377
0.098,0.599,0.798,0.820,0.891,0.641
0.154,0.064,0.076,0.181,0.290,0.153
0.141,0.873,0.921,0.473,0.362,0.554
0.013,0.957,0.601,0.150,0.669,0.478
0.710,0.435,0.785,0.861,0.678,0.694
0.624,0.063,0.521,0.985,0.085,0.456
0.445,0.259,0.453,0.565,0.004,0.345
0.484,0.038,0.403,0.195,0.147,0.253
0.710,0.006,0.615,0.955,0.817,0.621
0.172,0.802,0.685,0.365,0.334,0.472
0.697,0.245,0.852,0.029,0.870,0.538
0.510,0.521,0.578,0.417,0.249,0.455
0.600,0.388,0.504,0.659,0.597,0.550
0.663,0.869,0.961,0.751,0.847,0.818
0.685,0.175,0.852,0.649,0.970,0.666
0.162,0.866,0.540,0.335,0.683,0.517
0.237,0.798,0.814,0.926,0.776,0.710
0.685,0.350,0.464,0.259,0.793,0.510
0.274,0.277,0.961,0.598,0.882,0.598
0.254,0.021,0.393,0.236,0.585,0.298
0.763,0.548,0.291,0.220,0.482,0.461
0.286,0.195,0.598,0.068,0.655,0.360
0.197,0.497,0.886,0.622,0.127,0.466
0.428,0.230,0.770,0.826,0.443,0.539
0.675,0.428,0.621,0.018,0.238,0.396
0.170,0.014,0.753,0.186,0.655,0.356
0.409,0.364,0.230,0.083,0.780,0.373
0.719,0.328,0.128,0.498,0.497,0.434
0.600,0.941,0.690,0.169,0.898,0.660
0.295,0.444,0.012,0.133,0.683,0.313
0.769,0.253,0.878,0.133,0.545,0.516
0.414,0.842,0.877,0.440,0.067,0.528
0.962,0.445,0.345,0.397,0.612,0.552
0.099,0.701,0.379,0.188,0.198,0.313
0.638,0.405,0.623,0.296,0.446,0.481
0.919,0.456,0.615,0.591,0.758,0.668
0.061,0.827,0.133,0.351,0.734,0.421
0.362,0.803,0.558,0.820,0.705,0.650
0.135,0.270,0.598,0.589,0.006,0.320
0.612,0.309,0.489,0.715,0.551,0.535
0.810,0.116,0.588,0.797,0.569,0.576
0.761,0.120,0.285,0.889,0.990,0.609
0.484,0.235,0.904,0.529,0.558,0.542
0.314,0.251,0.380,0.115,0.464,0.305
0.732,0.580,0.972,0.115,0.299,0.540
0.916,0.551,0.095,0.207,0.770,0.508
0.296,0.411,0.975,0.621,0.685,0.597
0.960,0.306,0.431,0.682,0.441,0.564
0.553,0.104,0.628,0.842,0.338,0.493
0.153,0.029,0.502,0.411,0.716,0.362
0.062,0.802,0.420,0.241,0.939,0.493
0.264,0.366,0.817,0.212,0.412,0.414
0.482,0.902,0.712,0.997,0.754,0.769
0.006,0.466,0.529,0.524,0.072,0.319
0.490,0.075,0.574,0.428,0.169,0.347
0.504,0.050,0.407,0.074,0.768,0.361
0.233,0.756,0.120,0.367,0.422,0.380
0.987,0.836,0.669,0.771,0.460,0.744
0.173,0.607,0.015,0.095,0.429,0.264
0.286,0.799,0.627,0.220,0.538,0.494
0.620,0.791,0.598,0.333,0.944,0.657
0.180,0.836,0.564,0.966,0.068,0.523
0.423,0.959,0.538,0.040,0.665,0.525
0.502,0.926,0.528,0.820,0.013,0.558
0.504,0.737,0.990,0.990,0.709,0.786
0.539,0.789,0.358,0.772,0.420,0.576
0.345,0.327,0.076,0.734,0.929,0.482
0.682,0.790,0.955,0.880,0.851,0.832
0.352,0.359,0.308,0.863,0.199,0.416
0.622,0.217,0.756,0.140,0.087,0.365
0.643,0.974,0.232,0.651,0.663,0.633
0.306,0.641,0.812,0.893,0.506,0.631
0.826,0.416,0.583,0.371,0.112,0.462
0.291,0.892,0.746,0.638,0.608,0.635
0.208,0.365,0.203,0.948,0.841,0.513
0.877,0.531,0.087,0.467,0.893,0.571
0.202,0.495,0.508,0.382,0.494,0.417
0.009,0.792,0.747,0.029,0.291,0.374
0.210,0.362,0.278,0.526,0.518,0.379
0.993,0.493,0.315,0.225,0.569,0.519
0.815,0.418,0.963,0.118,0.162,0.495
0.631,0.817,0.597,0.961,0.554,0.712
0.226,0.493,0.960,0.167,0.170,0.403
0.799,0.236,0.937,0.286,0.705,0.593
0.760,0.302,0.090,0.038,0.775,0.393
0.146,0.771,0.933,0.676,0.572,0.619
0.855,0.900,0.829,0.782,0.091,0.692
0.082,0.099,0.948,0.157,0.320,0.321
0.502,0.645,0.649,0.928,0.772,0.699
0.989,0.929,0.660,0.351,0.459,0.678
0.899,0.690,0.143,0.771,0.152,0.531
0.830,0.464,0.057,0.527,0.696,0.515
0.451,0.048,0.564,0.528,0.610,0.440
0.099,0.808,0.419,0.433,0.835,0.519
0.143,0.035,0.658,0.739,0.032,0.321
0.012,0.926,0.707,0.978,0.383,0.601
0.901,0.623,0.380,0.438,0.986,0.666
0.289,0.066,0.911,0.478,0.429,0.434
0.161,0.176,0.778,0.728,0.319,0.432
0.486,0.695,0.810,0.336,0.910,0.647
0.524,0.128,0.315,0.547,0.575,0.418
0.847,0.786,0.180,0.979,0.875,0.734
0.004,0.612,0.140,0.598,0.105,0.292
0.500,0.566,0.440,0.779,0.222,0.501
0.398,0.876,0.594,0.508,0.763,0.628
0.489,0.892,0.778,0.266,0.601,0.605
0.774,0.042,0.646,0.326,0.192,0.396
0.107,0.161,0.356,0.662,0.983,0.454
0.063,0.165,0.923,0.897,0.597,0.529
0.150,0.337,0.292,0.581,0.980,0.468
0.704,0.514,0.001,0.822,0.445,0.497
0.667,0.522,0.058,0.489,0.830,0.513
0.035,0.375,0.962,0.527,0.102,0.400
0.150,0.217,0.900,0.053,0.845,0.433
0.798,0.242,0.056,0.423,0.076,0.319
0.149,0.592,0.748,0.662,0.184,0.467
0.970,0.509,0.531,0.647,0.774,0.686
0.897,0.923,0.039,0.505,0.388,0.550
0.254,0.516,0.268,0.883,0.533,0.491
0.615,0.956,0.082,0.227,0.802,0.536
0.983,0.224,0.496,0.731,0.757,0.638
0.106,0.154,0.879,0.005,0.421,0.313
0.971,0.925,0.834,0.424,0.405,0.712
0.448,0.246,0.154,0.302,0.772,0.384
0.521,0.775,0.293,0.075,0.676,0.468
0.963,0.950,0.753,0.642,0.953,0.852
0.098,0.349,0.636,0.973,0.818,0.575
0.344,0.702,0.867,0.284,0.917,0.623
0.114,0.537,0.674,0.161,0.736,0.445
0.676,0.915,0.725,0.728,0.472,0.703
0.071,0.663,0.909,0.529,0.286,0.491
0.110,0.395,0.037,0.985,0.918,0.489
0.895,0.464,0.620,0.761,0.164,0.581
0.466,0.829,0.252,0.360,0.463,0.474
0.413,0.818,0.944,0.947,0.098,0.644
0.220,0.064,0.732,0.072,0.574,0.332
0.081,0.706,0.025,0.705,0.594,0.422
0.597,0.752,0.120,0.627,0.195,0.458
0.204,0.634,0.901,0.013,0.803,0.511
0.946,0.659,0.525,0.546,0.822,0.700
0.748,0.351,0.278,0.958,0.776,0.622
0.473,0.315,0.511,0.632,0.705,0.527
0.504,0.536,0.961,0.890,0.198,0.617
0.532,0.362,0.131,0.139,0.334,0.300
0.824,0.141,0.795,0.116,0.817,0.539
0.115,0.177,0.945,0.839,0.187,0.453
0.904,0.735,0.096,0.644,0.290,0.534
0.584,0.879,0.960,0.901,0.472,0.759
0.591,0.595,0.372,0.411,0.158,0.425
0.086,0.586,0.860,0.726,0.936,0.639
0.914,0.786,0.977,0.057,0.842,0.715
0.612,0.451,0.159,0.036,0.224,0.296
0.038,0.124,0.341,0.304,0.150,0.191
0.616,0.683,0.659,0.284,0.364,0.521
0.785,0.503,0.954,0.482,0.517,0.648
0.985,0.230,0.242,0.511,0.417,0.477
0.566,0.750,0.323,0.774,0.915,0.665
0.322,0.367,0.732,0.190,0.056,0.333
0.891,0.971,0.739,0.822,0.906,0.866
0.724,0.935,0.494,0.853,0.372,0.676
0.328,0.187,0.897,0.596,0.202,0.442
0.362,0.820,0.538,0.362,0.562,0.529
0.634,0.526,0.501,0.332,0.095,0.418
0.642,0.705,0.500,0.388,0.984,0.644
0.165,0.692,0.260,0.981,0.912,0.602
0.280,0.377,0.254,0.510,0.468,0.378
0.728,0.427,0.039,0.532,0.185,0.382
0.091,0.480,0.123,0.909,0.055,0.332
0.909,0.815,0.770,0.172,0.036,0.540
0.406,0.543,0.530,0.540,0.629,0.530
0.849,0.322,0.509,0.666,0.382,0.545
0.326,0.339,0.997,0.965,0.216,0.569
0.648,0.931,0.450,0.834,0.595,0.691
0.903,0.009,0.912,0.945,0.500,0.654
0.888,0.117,0.056,0.741,0.461,0.453
0.714,0.178,0.566,0.865,0.750,0.614
0.495,0.484,0.163,0.093,0.405,0.328
0.874,0.003,0.688,0.910,0.841,0.663
0.728,0.883,0.558,0.289,0.594,0.610
0.742,0.678,0.169,0.505,0.161,0.451
0.502,0.960,0.392,0.600,0.976,0.686
0.659,0.070,0.581,0.116,0.159,0.317
0.801,0.599,0.781,0.488,0.739,0.681
0.653,0.899,0.244,0.112,0.620,0.505
0.424,0.412,0.562,0.366,0.761,0.505
0.895,0.197,0.130,0.055,0.931,0.442
0.846,0.202,0.686,0.230,0.566,0.506
0.958,0.987,0.089,0.735,0.735,0.701
0.135,0.377,0.883,0.610,0.116,0.424
0.107,0.329,0.209,0.193,0.287,0.225
0.955,0.145,0.617,0.668,0.731,0.623
0.798,0.415,0.134,0.957,0.945,0.650
0.131,0.927,0.024,0.809,0.194,0.417
0.390,0.516,0.968,0.533,0.933,0.668
0.245,0.837,0.779,0.286,0.549,0.539
0.943,0.370,0.508,0.518,0.475,0.563
0.257,0.281,0.753,0.154,0.532,0.395
0.174,0.051,0.438,0.434,0.433,0.306
0.851,0.030,0.707,0.544,0.915,0.609
0.449,0.168,0.946,0.523,0.606,0.538
0.697,0.469,0.538,0.551,0.135,0.478
0.337,0.738,0.914,0.278,0.757,0.605
0.727,0.283,0.714,0.861,0.310,0.579
0.936,0.403,0.534,0.909,0.409,0.638
0.938,0.910,0.138,0.661,0.229,0.575
0.717,0.100,0.450,0.294,0.430,0.398
0.419,0.849,0.522,0.453,0.990,0.647
0.061,0.073,0.731,0.788,0.496,0.430
0.938,0.241,0.087,0.077,0.867,0.442
0.173,0.767,0.253,0.648,0.266,0.421
0.013,0.702,0.865,0.201,0.449,0.446
0.517,0.880,0.389,0.073,0.419,0.456
0.926,0.298,0.676,0.225,0.699,0.565
0.968,0.386,0.066,0.082,0.876,0.476
0.036,0.453,0.621,0.014,0.085,0.242
0.832,0.419,0.561,0.816,0.828,0.691
0.898,0.082,0.093,0.096,0.513,0.336
0.720,0.152,0.408,0.021,0.624,0.385
0.090,0.918,0.216,0.810,0.036,0.414
0.259,0.544,0.277,0.785,0.881,0.549
0.551,0.118,0.449,0.501,0.595,0.443
0.724,0.756,0.568,0.108,0.196,0.470
0.926,0.032,0.780,0.604,0.661,0.601
0.299,0.195,0.457,0.031,0.286,0.254
0.672,0.992,0.024,0.306,0.099,0.419
0.664,0.003,0.702,0.031,0.179,0.316
0.570,0.533,0.945,0.384,0.996,0.686
0.833,0.010,0.845,0.188,0.842,0.544
0.909,0.466,0.182,0.384,0.072,0.403
0.553,0.601,0.836,0.243,0.165,0.479
0.333,0.067,0.572,0.517,0.672,0.432
0.953,0.086,0.556,0.370,0.446,0.482
0.898,0.215,0.956,0.336,0.157,0.512
0.098,0.952,0.083,0.582,0.428,0.429
0.707,0.219,0.396,0.898,0.238,0.491
0.987,0.104,0.666,0.313,0.821,0.578
0.561,0.408,0.603,0.954,0.273,0.560
0.498,0.524,0.614,0.276,0.938,0.570
0.936,0.763,0.135,0.305,0.733,0.574
0.820,0.778,0.783,0.014,0.599,0.599
0.597,0.951,0.217,0.908,0.839,0.703
0.468,0.956,0.451,0.794,0.945,0.723
0.194,0.769,0.247,0.497,0.065,0.354
0.084,0.929,0.778,0.538,0.610,0.588
0.262,0.298,0.062,0.248,0.590,0.292
0.035,0.366,0.532,0.817,0.320,0.414
0.653,0.175,0.228,0.207,0.633,0.379
0.265,0.127,0.950,0.458,0.662,0.492
0.907,0.590,0.271,0.022,0.161,0.390
0.206,0.441,0.462,0.038,0.115,0.252
0.905,0.189,0.532,0.870,0.204,0.540
0.132,0.653,0.378,0.587,0.790,0.508
0.700,0.959,0.176,0.555,0.629,0.604
0.499,0.206,0.651,0.712,0.399,0.494
0.555,0.878,0.964,0.469,0.678,0.709
0.996,0.942,0.463,0.888,0.747,0.807
0.066,0.237,0.374,0.203,0.332,0.243
0.450,0.608,0.953,0.525,0.098,0.527
0.387,0.068,0.398,0.421,0.471,0.349
0.538,0.892,0.364,0.840,0.119,0.551
0.135,0.412,0.002,0.092,0.511,0.230
0.800,0.567,0.026,0.611,0.167,0.434
0.281,0.779,0.054,0.258,0.269,0.328
0.917,0.221,0.893,0.228,0.722,0.596
0.554,0.884,0.875,0.376,0.359,0.610
0.530,0.188,0.702,0.735,0.395,0.510
0.796,0.655,0.098,0.033,0.102,0.337
0.781,0.488,0.062,0.247,0.234,0.363
0.032,0.155,0.368,0.466,0.454,0.295
0.783,0.471,0.696,0.227,0.031,0.442
0.957,0.951,0.989,0.334,0.624,0.771
0.988,0.607,0.456,0.489,0.348,0.578
0.248,0.711,0.953,0.394,0.781,0.617
0.485,0.347,0.052,0.377,0.094,0.271
0.217,0.923,0.691,0.451,0.242,0.505
0.326,0.921,0.407,0.870,0.101,0.525
0.439,0.833,0.115,0.405,0.605,0.479
0.149,0.703,0.758,0.632,0.363,0.521
0.339,0.165,0.163,0.794,0.202,0.333
0.384,0.437,0.881,0.796,0.936,0.687
0.267,0.088,0.870,0.063,0.010,0.259
0.216,0.155,0.103,0.304,0.063,0.168
0.026,0.225,0.429,0.967,0.032,0.336
0.106,0.771,0.132,0.946,0.713,0.534
0.612,0.896,0.178,0.298,0.156,0.428
0.353,0.422,0.035,0.803,0.530,0.429
0.956,0.926,0.893,0.113,0.812,0.740
0.747,0.479,0.500,0.664,0.818,0.641
0.473,0.759,0.711,0.917,0.420,0.656
0.852,0.257,0.485,0.033,0.145,0.354
0.791,0.801,0.100,0.105,0.785,0.516
0.321,0.160,0.305,0.282,0.812,0.376
0.053,0.507,0.260,0.075,0.727,0.324
0.476,0.116,0.488,0.408,0.518,0.401
0.594,0.892,0.985,0.519,0.962,0.790
0.551,0.415,0.466,0.444,0.505,0.476
0.134,0.491,0.284,0.768,0.975,0.530
0.696,0.134,0.974,0.400,0.934,0.628
0.099,0.898,0.398,0.840,0.612,0.569
0.309,0.487,0.837,0.229,0.116,0.396
0.751,0.110,0.284,0.908,0.801,0.571
0.689,0.487,0.183,0.736,0.880,0.595
0.551,0.144,0.643,0.866,0.573,0.555
0.242,0.624,0.391,0.306,0.588,0.430
0.210,0.505,0.272,0.270,0.293,0.310
0.099,0.207,0.568,0.354,0.651,0.376
0.897,0.523,0.606,0.003,0.925,0.591
0.580,0.858,0.676,0.225,0.874,0.643
0.293,0.074,0.860,0.711,0.077,0.403
0.102,0.428,0.805,0.062,0.716,0.423
0.966,0.025,0.953,0.495,0.335,0.555
0.781,0.315,0.513,0.632,0.460,0.540
0.583,0.683,0.528,0.025,0.493,0.462
0.321,0.643,0.669,0.121,0.026,0.356
0.412,0.646,0.912,0.171,0.784,0.585
0.804,0.278,0.561,0.336,0.270,0.450
0.779,0.301,0.151,0.918,0.213,0.472
0.291,0.231,0.338,0.181,0.917,0.392
0.069,0.396,0.825,0.470,0.875,0.527
0.355,0.646,0.609,0.346,0.858,0.563
0.632,0.030,0.688,0.121,0.122,0.319
0.047,0.813,0.969,0.007,0.310,0.429
0.351,0.272,0.096,0.534,0.626,0.376
0.019,0.100,0.161,0.713,0.651,0.329
0.119,0.370,0.491,0.696,0.274,0.390
0.370,0.003,0.977,0.679,0.465,0.499
0.412,0.025,0.844,0.149,0.099,0.306
0.155,0.080,0.342,0.881,0.143,0.320
0.600,0.685,0.861,0.851,0.478,0.695
0.320,0.412,0.366,0.273,0.427,0.360
0.410,0.444,0.590,0.708,0.801,0.591
0.325,0.968,0.415,0.905,0.213,0.565
0.247,0.411,0.922,0.955,0.011,0.509
0.636,0.895,0.034,0.325,0.080,0.394
0.677,0.432,0.890,0.712,0.190,0.580
0.643,0.628,0.933,0.709,0.981,0.779
0.953,0.897,0.769,0.636,0.009,0.653
0.418,0.630,0.288,0.907,0.437,0.536
0.520,0.493,0.286,0.311,0.019,0.326
0.694,0.229,0.809,0.084,0.401,0.444
0.368,0.886,0.217,0.594,0.307,0.474
0.489,0.253,0.773,0.786,0.423,0.545
0.585,0.893,0.429,0.215,0.874,0.599
0.738,0.681,0.538,0.756,0.478,0.638
0.489,0.517,0.924,0.303,0.324,0.511
0.754,0.752,0.818,0.281,0.458,0.613
0.277,0.765,0.191,0.622,0.465,0.464
0.787,0.758,0.385,0.686,0.883,0.700
0.051,0.880,0.420,0.631,0.417,0.480
0.372,0.008,0.394,0.567,0.879,0.444
0.986,0.373,0.261,0.371,0.688,0.536
0.763,0.285,0.280,0.771,0.702,0.560
0.501,0.685,0.864,0.338,0.378,0.553
0.960,0.998,0.269,0.132,0.422,0.556
0.861,0.912,0.010,0.025,0.156,0.393
0.121,0.968,0.773,0.661,0.871,0.679
0.393,0.898,0.215,0.565,0.088,0.432
0.618,0.327,0.401,0.381,0.099,0.365
0.844,0.978,0.208,0.587,0.375,0.598
0.313,0.962,0.325,0.924,0.351,0.575
0.594,0.378,0.926,0.526,0.636,0.612
0.881,0.688,0.964,0.511,0.297,0.668
0.342,0.475,0.099,0.535,0.927,0.476
0.120,0.660,0.819,0.608,0.468,0.535
0.661,0.796,0.291,0.452,0.063,0.453
0.774,0.693,0.995,0.468,0.513,0.689
0.706,0.081,0.046,0.749,0.091,0.335
0.614,0.200,0.978,0.465,0.447,0.541
0.254,0.257,0.267,0.909,0.173,0.372
0.534,0.784,0.324,0.631,0.287,0.512
0.242,0.155,0.456,0.269,0.195,0.263
0.346,0.495,0.860,0.903,0.428,0.606
0.961,0.582,0.389,0.711,0.992,0.727
0.376,0.005,0.095,0.920,0.572,0.394
0.837,0.448,0.409,0.645,0.338,0.536
0.458,0.367,0.966,0.556,0.454,0.560
0.776,0.511,0.773,0.158,0.019,0.448
0.682,0.859,0.344,0.559,0.191,0.527
0.166,0.649,0.150,0.031,0.743,0.348
0.629,0.083,0.977,0.131,0.304,0.425
0.271,0.448,0.600,0.481,0.480,0.456
0.367,0.252,0.604,0.305,0.981,0.502
0.352,0.089,0.879,0.882,0.723,0.585
0.840,0.347,0.243,0.205,0.865,0.500
0.336,0.792,0.378,0.743,0.155,0.480
0.322,0.131,0.334,0.643,0.978,0.482
0.936,0.710,0.445,0.877,0.979,0.789
0.876,0.522,0.903,0.809,0.919,0.806
0.867,0.295,0.845,0.853,0.801,0.732
0.373,0.440,0.418,0.686,0.813,0.546
0.397,0.350,0.818,0.871,0.464,0.580
0.829,0.371,0.230,0.442,0.292,0.433
0.364,0.732,0.810,0.878,0.596,0.676
0.612,0.907,0.191,0.904,0.356,0.594
0.578,0.710,0.610,0.263,0.343,0.501
0.602,0.105,0.246,0.133,0.040,0.225
0.548,0.331,0.127,0.900,0.246,0.430
0.648,0.961,0.958,0.620,0.669,0.771
0.689,0.770,0.652,0.421,0.444,0.595
0.898,0.585,0.556,0.270,0.755,0.613
0.152,0.856,0.476,0.583,0.072,0.428
0.539,0.666,0.680,0.631,0.892,0.681
0.224,0.125,0.732,0.776,0.670,0.505
0.728,0.169,0.010,0.641,0.096,0.329
0.553,0.547,0.072,0.886,0.881,0.588
0.966,0.387,0.625,0.870,0.140,0.598
0.648,0.676,0.898,0.058,0.694,0.595
0.625,0.117,0.616,0.863,0.849,0.614
0.777,0.940,0.557,0.171,0.120,0.513
0.250,0.063,0.033,0.863,0.828,0.408
0.313,0.693,0.543,0.757,0.388,0.539
0.971,0.109,0.864,0.750,0.132,0.565
0.442,0.230,0.713,0.423,0.396,0.441
0.953,0.218,0.269,0.552,0.198,0.438
0.942,0.797,0.944,0.127,0.476,0.657
0.824,0.346,0.202,0.597,0.080,0.410
0.270,0.102,0.685,0.250,0.575,0.376
0.220,0.671,0.879,0.668,0.950,0.678
0.529,0.895,0.359,0.358,0.327,0.493
0.247,0.812,0.619,0.747,0.567,0.599
0.814,0.779,0.433,0.040,0.446,0.502
0.748,0.593,0.894,0.330,0.614,0.636
0.502,0.434,0.745,0.866,0.315,0.573
0.837,0.141,0.810,0.684,0.909,0.676
0.114,0.043,0.717,0.579,0.548,0.400
0.520,0.440,0.260,0.584,0.785,0.518
0.524,0.208,0.192,0.544,0.846,0.463
0.782,0.185,0.550,0.175,0.409,0.420
0.518,0.129,0.718,0.603,0.708,0.535
0.024,0.289,0.229,0.793,0.420,0.351
0.560,0.813,0.400,0.482,0.029,0.457
0.016,0.472,0.307,0.998,0.130,0.385
0.408,0.079,0.716,0.593,0.328,0.425
0.353,0.590,0.313,0.145,0.718,0.424
0.891,0.762,0.334,0.868,0.523,0.676
0.228,0.052,0.802,0.358,0.790,0.446
0.767,0.633,0.904,0.165,0.846,0.663
0.968,0.283,0.274,0.212,0.660,0.479
0.026,0.899,0.629,0.338,0.300,0.438
0.579,0.089,0.156,0.529,0.923,0.455
0.347,0.904,0.820,0.713,0.867,0.730
0.215,0.432,0.874,0.713,0.331,0.513
0.753,0.613,0.026,0.658,0.437,0.498
0.389,0.501,0.591,0.426,0.371,0.455
0.432,0.782,0.464,0.975,0.073,0.545
0.523,0.929,0.051,0.972,0.468,0.588
0.270,0.778,0.758,0.154,0.282,0.449
0.339,0.876,0.104,0.084,0.680,0.417
0.303,0.715,0.082,0.505,0.422,0.405
0.766,0.123,0.397,0.365,0.514,0.433
0.938,0.693,0.482,0.500,0.654,0.654
0.047,0.370,0.420,0.673,0.695,0.441
0.305,0.312,0.718,0.262,0.221,0.364
0.922,0.061,0.553,0.079,0.625,0.448
0.678,0.235,0.389,0.876,0.776,0.591
0.567,0.150,0.402,0.849,0.494,0.492
0.900,0.445,0.092,0.987,0.694,0.624
0.582,0.047,0.979,0.419,0.528,0.511
0.059,0.469,0.939,0.039,0.542,0.409
0.317,0.120,0.850,0.144,0.561,0.398
0.646,0.002,0.102,0.480,0.993,0.445
0.478,0.618,0.752,0.606,0.106,0.512
0.350,0.817,0.642,0.768,0.348,0.585
0.799,0.014,0.913,0.196,0.692,0.523
0.527,0.102,0.600,0.310,0.212,0.350
0.933,0.491,0.515,0.625,0.492,0.611
0.899,0.460,0.689,0.800,0.817,0.733
0.215,0.144,0.739,0.672,0.654,0.485
0.682,0.794,0.373,0.699,0.355,0.580
0.237,0.049,0.538,0.128,0.972,0.385
0.824,0.392,0.276,0.686,0.235,0.482
0.616,0.869,0.055,0.590,0.895,0.605
0.225,0.316,0.174,0.508,0.835,0.412
0.218,0.216,0.419,0.006,0.270,0.226
0.451,0.959,0.278,0.908,0.838,0.687
0.246,0.680,0.082,0.822,0.294,0.425
0.866,0.953,0.321,0.233,0.762,0.627
0.714,0.474,0.164,0.857,0.986,0.639
0.686,0.274,0.312,0.871,0.563,0.541
0.272,0.343,0.699,0.867,0.172,0.470
0.324,0.725,0.758,0.400,0.457,0.533
0.800,0.407,0.648,0.179,0.346,0.476
0.935,0.502,0.727,0.218,0.960,0.668
0.051,0.642,0.834,0.218,0.463,0.442
0.533,0.553,0.792,0.669,0.313,0.572
0.723,0.978,0.232,0.908,0.654,0.699
0.670,0.363,0.383,0.803,0.389,0.522
0.080,0.474,0.226,0.624,0.527,0.386
0.946,0.617,0.352,0.020,0.433,0.474
0.544,0.065,0.695,0.990,0.771,0.613
0.146,0.865,0.399,0.658,0.926,0.599
0.142,0.066,0.686,0.773,0.808,0.495
0.475,0.420,0.325,0.309,0.765,0.459
0.588,0.856,0.938,0.489,0.797,0.734
0.956,0.473,0.329,0.778,0.534,0.614
0.061,0.251,0.501,0.486,0.528,0.365
0.164,0.879,0.692,0.434,0.948,0.623
0.327,0.645,0.862,0.737,0.287,0.572
0.290,0.948,0.362,0.712,0.512,0.565
0.372,0.162,0.341,0.001,0.173,0.210
0.520,0.927,0.682,0.034,0.962,0.625
0.989,0.958,0.008,0.329,0.682,0.593
0.214,0.550,0.495,0.397,0.693,0.470
0.375,0.679,0.747,0.641,0.442,0.577
0.314,0.501,0.712,0.310,0.388,0.445
0.453,0.548,0.382,0.659,0.795,0.567
0.286,0.624,0.174,0.300,0.537,0.384
0.847,0.751,0.017,0.700,0.117,0.486
0.620,0.996,0.414,0.317,0.543,0.578
0.321,0.865,0.844,0.985,0.071,0.617
0.997,0.107,0.049,0.548,0.062,0.353
0.435,0.253,0.227,0.116,0.735,0.353
0.846,0.656,0.766,0.851,0.151,0.654
0.531,0.618,0.822,0.455,0.235,0.532
0.325,0.239,0.556,0.992,0.394,0.501
0.225,0.040,0.757,0.229,0.410,0.332
0.053,0.609,0.183,0.414,0.917,0.435
0.391,0.772,0.538,0.986,0.923,0.722
0.884,0.809,0.569,0.201,0.674,0.627
0.447,0.419,0.406,0.531,0.439,0.448
0.720,0.681,0.959,0.364,0.614,0.668
0.875,0.759,0.081,0.713,0.222,0.530
0.955,0.796,0.985,0.244,0.356,0.667
0.293,0.242,0.646,0.077,0.832,0.418
0.068,0.218,0.863,0.369,0.739,0.452
0.328,0.865,0.603,0.600,0.544,0.588
0.883,0.937,0.707,0.905,0.979,0.882
0.298,0.096,0.520,0.050,0.477,0.288
0.743,0.882,0.412,0.192,0.703,0.586
0.439,0.450,0.670,0.902,0.332,0.559
0.139,0.892,0.027,0.986,0.853,0.579
0.177,0.197,0.231,0.988,0.778,0.474
0.710,0.226,0.112,0.283,0.726,0.411
0.319,0.828,0.240,0.781,0.855,0.605
0.518,0.216,0.082,0.868,0.819,0.501
0.720,0.546,0.219,0.074,0.035,0.319
0.762,0.995,0.831,0.916,0.248,0.750
0.813,0.424,0.736,0.984,0.206,0.633
0.023,0.169,0.093,0.094,0.833,0.242
0.818,0.222,0.708,0.813,0.698,0.652
0.507,0.558,0.703,0.070,0.817,0.531
0.189,0.362,0.262,0.833,0.892,0.508
0.061,0.987,0.746,0.430,0.515,0.548
0.549,0.084,0.675,0.098,0.712,0.424
0.790,0.379,0.199,0.761,0.028,0.431
0.879,0.436,0.035,0.739,0.419,0.502
0.589,0.281,0.047,0.361,0.227,0.301
0.163,0.938,0.823,0.684,0.650,0.652
0.455,0.489,0.211,0.850,0.023,0.405
0.928,0.687,0.975,0.859,0.046,0.699
0.252,0.023,0.812,0.963,0.702,0.550
0.694,0.991,0.906,0.992,0.581,0.833
0.736,0.835,0.073,0.088,0.368,0.420
0.882,0.968,0.800,0.462,0.959,0.814
0.957,0.278,0.258,0.973,0.299,0.553
0.872,0.913,0.557,0.817,0.020,0.636
0.434,0.891,0.590,0.223,0.022,0.432
0.399,0.490,0.496,0.204,0.973,0.512
0.685,0.265,0.251,0.893,0.261,0.471
0.950,0.555,0.238,0.672,0.353,0.554
0.877,0.018,0.163,0.753,0.446,0.451
0.432,0.662,0.968,0.590,0.329,0.596
0.341,0.199,0.094,0.971,0.822,0.485
0.590,0.153,0.725,0.516,0.006,0.398
0.270,0.376,0.113,0.874,0.690,0.465
0.424,0.076,0.804,0.549,0.131,0.397
0.782,0.334,0.487,0.115,0.447,0.433
0.125,0.616,0.827,0.762,0.609,0.588
